App,Translated_Review,Sentiment,Sentiment_Polarity,Sentiment_Subjectivity
Super Planner 6,Didn't work as advertised. Uninstalled.,Negative,-0.5696,0.9672
Super Planner 6,The app is very helpful and well designed.,Positive,0.9641,0.6702
Super Planner 6,The app is very slow and buggy.,Negative,-0.9426,0.9696
Super Planner 6,Excellent features and intuitive interface.,Positive,0.8171,0.3127
Super Planner 6,I'm having issues with the latest update.,Negative,-0.6782,0.9315
Super Planner 6,Great app! Love it!,Positive,0.8878,0.5017
Super Planner 6,Works perfectly on my device. No issues at all.,Positive,0.7816,0.4136
Super Planner 6,This app is exactly what I was looking for!,Positive,0.8441,0.9902
Perfect Browser 7,Poor customer support and too expensive.,Negative,-0.9418,0.4431
Perfect Browser 7,I'm very satisfied with this app.,Positive,0.8354,0.6285
Perfect Browser 7,Works perfectly on my device. No issues at all.,Positive,0.891,0.8686
Perfect Browser 7,This app is amazing. I use it every day.,Positive,0.6198,0.735
Perfect Browser 7,This app is amazing. I use it every day.,Positive,0.8314,0.7705
Perfect Browser 7,Very useful and easy to use.,Positive,0.8809,0.5304
Perfect Browser 7,Great app! Love it!,Positive,0.6044,0.6401
Perfect Browser 7,Great app! Love it!,Positive,0.859,0.9605
Perfect Browser 7,Didn't work as advertised. Uninstalled.,Negative,-0.7034,0.5606
Perfect Browser 7,Amazing performance and great UI.,Positive,0.5154,0.8067
Simple Tracker 2,"Not bad, but not great either.",Neutral,0.0553,0.5678
Simple Tracker 2,Very useful and easy to use.,Positive,0.5453,0.7671
Simple Tracker 2,Amazing performance and great UI.,Positive,0.8722,0.8841
Simple Tracker 2,Best app in this category. Highly recommended!,Positive,0.8108,0.3898
Simple Tracker 2,Best app in this category. Highly recommended!,Positive,0.8698,0.8485
Simple Tracker 2,This app is amazing. I use it every day.,Positive,0.6136,0.5727
Simple Tracker 2,I'm having issues with the latest update.,Negative,-0.506,0.3057
Simple Tracker 2,The app is very helpful and well designed.,Positive,0.6142,0.3174
Simple Tracker 2,Excellent features and intuitive interface.,Positive,0.5903,0.3269
Simple Tracker 2,I'm very satisfied with this app.,Positive,0.6469,0.3398
Quick Recorder 7,This app is amazing. I use it every day.,Positive,0.7147,0.6089
Quick Recorder 7,This app is amazing. I use it every day.,Positive,0.551,0.6455
Quick Recorder 7,Poor customer support and too expensive.,Negative,-0.7882,0.7918
Quick Recorder 7,Decent app but missing some key features.,Neutral,-0.0479,0.8572
Quick Recorder 7,Poor customer support and too expensive.,Negative,-0.5827,0.6909
Quick Recorder 7,Excellent features and intuitive interface.,Positive,0.7646,0.9133
Quick Recorder 7,Very useful and easy to use.,Positive,0.5097,0.6514
Quick Recorder 7,Very useful and easy to use.,Positive,0.8342,0.4597
Quick Recorder 7,Excellent features and intuitive interface.,Positive,0.6756,0.5528
Quick Recorder 7,This app keeps crashing on my device.,Negative,-0.5145,0.9882
Quick Editor 4,I'm very satisfied with this app.,Positive,0.6643,0.9667
Quick Editor 4,Amazing performance and great UI.,Positive,0.6999,0.3238
Quick Editor 4,Needs a lot of improvements.,Negative,-0.6938,0.6068
Quick Editor 4,Poor customer support and too expensive.,Negative,-0.896,0.5267
Quick Editor 4,Poor customer support and too expensive.,Negative,-0.9251,0.363
Quick Editor 4,I'm very satisfied with this app.,Positive,0.5694,0.51
Quick Editor 4,Very useful and easy to use.,Positive,0.8828,0.3484
Quick Editor 4,Best app in this category. Highly recommended!,Positive,0.9463,0.7436
Quick Editor 4,This app is exactly what I was looking for!,Positive,0.9736,0.5396
Quick Editor 4,Works perfectly on my device. No issues at all.,Positive,0.6128,0.9333
Super Manager 3,Excellent features and intuitive interface.,Positive,0.8654,0.3296
Super Manager 3,Amazing performance and great UI.,Positive,0.9171,0.5162
Super Manager 3,This app is amazing. I use it every day.,Positive,0.7164,0.4384
Super Manager 3,This app is amazing. I use it every day.,Positive,0.8226,0.4977
Super Manager 3,Great app! Love it!,Positive,0.5711,0.7959
Super Manager 3,The app is very helpful and well designed.,Positive,0.7544,0.6254
Super Manager 3,Works well enough for my needs.,Neutral,0.2706,0.8118
Super Manager 3,The app is very slow and buggy.,Negative,-0.68,0.8405
Super Manager 3,The app is very slow and buggy.,Negative,-0.9905,0.7948
Super Manager 3,Needs a lot of improvements.,Negative,-0.6169,0.3478
Easy Converter 2,This app keeps crashing on my device.,Negative,-0.9299,0.9206
Easy Converter 2,This app keeps crashing on my device.,Negative,-0.7486,0.6242
Easy Converter 2,This app is amazing. I use it every day.,Positive,0.9296,0.5825
Easy Converter 2,The app is very helpful and well designed.,Positive,0.755,0.8033
Easy Converter 2,Needs a lot of improvements.,Negative,-0.5242,0.9624
Easy Converter 2,Excellent features and intuitive interface.,Positive,0.7983,0.8071
Easy Converter 2,Best app in this category. Highly recommended!,Positive,0.6369,0.7183
Easy Converter 2,Poor customer support and too expensive.,Negative,-0.9447,0.9455
Easy Converter 2,Didn't work as advertised. Uninstalled.,Negative,-0.6154,0.6002
Easy Converter 2,I'm having issues with the latest update.,Negative,-0.6238,0.956
Amazing Compass 9,Great app! Love it!,Positive,0.6747,0.9452
Amazing Compass 9,It's alright for occasional use.,Neutral,-0.3479,0.604
Amazing Compass 9,Best app in this category. Highly recommended!,Positive,0.7251,0.821
Amazing Compass 9,Best app in this category. Highly recommended!,Positive,0.9342,0.5684
Amazing Compass 9,This app is exactly what I was looking for!,Positive,0.8025,0.782
Amazing Compass 9,The app is very helpful and well designed.,Positive,0.6567,0.7187
Amazing Compass 9,This app is amazing. I use it every day.,Positive,0.5055,0.4189
Amazing Compass 9,I'm having issues with the latest update.,Negative,-0.6829,0.3887
Amazing Compass 9,Poor customer support and too expensive.,Negative,-0.8386,0.6818
Amazing Compass 9,The app is very helpful and well designed.,Positive,0.7123,0.8844
Simple Assistant 4,Excellent features and intuitive interface.,Positive,0.8148,0.6421
Simple Assistant 4,Very frustrating experience using this app.,Negative,-0.8007,0.3837
Simple Assistant 4,The app is very helpful and well designed.,Positive,0.9114,0.7728
Simple Assistant 4,I'm very satisfied with this app.,Positive,0.7903,0.7162
Simple Assistant 4,Very useful and easy to use.,Positive,0.852,0.4821
Simple Assistant 4,"It works, but there are better alternatives.",Neutral,0.1558,0.3557
Simple Assistant 4,Best app in this category. Highly recommended!,Positive,0.8421,0.5589
Simple Assistant 4,Best app in this category. Highly recommended!,Positive,0.9041,0.3914
Simple Assistant 4,The app is okay but could be better.,Neutral,0.0062,0.6471
Simple Assistant 4,"It works, but there are better alternatives.",Neutral,0.3206,0.3692
Simple Camera 6,Excellent features and intuitive interface.,Positive,0.6119,0.6107
Simple Camera 6,The app is very helpful and well designed.,Positive,0.8527,0.5922
Simple Camera 6,"Very disappointing, too many ads.",Negative,-0.9129,0.7353
Simple Camera 6,Excellent features and intuitive interface.,Positive,0.7154,0.7537
Simple Camera 6,This app is amazing. I use it every day.,Positive,0.7805,0.3998
Simple Camera 6,Amazing performance and great UI.,Positive,0.6962,0.4955
Simple Camera 6,"Not bad, but not great either.",Neutral,-0.2933,0.7805
Simple Camera 6,This app is exactly what I was looking for!,Positive,0.915,0.4081
Simple Camera 6,Didn't work as advertised. Uninstalled.,Negative,-0.9087,0.7269
Simple Camera 6,I'm having issues with the latest update.,Negative,-0.7125,0.3806
Best Player 1,Excellent features and intuitive interface.,Positive,0.7884,0.4159
Best Player 1,Best app in this category. Highly recommended!,Positive,0.6248,0.7015
Best Player 1,"It's just what you'd expect, nothing more.",Neutral,0.3523,0.5056
Best Player 1,This app is exactly what I was looking for!,Positive,0.6738,0.9756
Best Player 1,This app is amazing. I use it every day.,Positive,0.6354,0.9995
Best Player 1,Best app in this category. Highly recommended!,Positive,0.8381,0.5386
Best Player 1,This app is exactly what I was looking for!,Positive,0.9417,0.4123
Best Player 1,I'm very satisfied with this app.,Positive,0.8106,0.3025
Best Player 1,Decent app but missing some key features.,Neutral,-0.0947,0.818
Best Player 1,Poor customer support and too expensive.,Negative,-0.598,0.86
Smart Monitor 5,"It's just what you'd expect, nothing more.",Neutral,0.1487,0.3125
Smart Monitor 5,This app is amazing. I use it every day.,Positive,0.8563,0.5575
Smart Monitor 5,The app is very helpful and well designed.,Positive,0.7883,0.9747
Smart Monitor 5,This app is exactly what I was looking for!,Positive,0.5418,0.9309
Smart Monitor 5,Very useful and easy to use.,Positive,0.9257,0.9344
Smart Monitor 5,Best app in this category. Highly recommended!,Positive,0.8718,0.5374
Smart Monitor 5,I'm very satisfied with this app.,Positive,0.905,0.6369
Smart Monitor 5,This app is amazing. I use it every day.,Positive,0.8064,0.3301
Smart Monitor 5,This app is exactly what I was looking for!,Positive,0.9766,0.4262
Smart Monitor 5,"Waste of money, don't buy it.",Negative,-0.6604,0.7248
Easy Editor 6,This app is amazing. I use it every day.,Positive,0.6688,0.6432
Easy Editor 6,Excellent features and intuitive interface.,Positive,0.707,0.4776
Easy Editor 6,I'm having issues with the latest update.,Negative,-0.9768,0.3777
Easy Editor 6,Great app! Love it!,Positive,0.7477,0.3702
Easy Editor 6,Didn't work as advertised. Uninstalled.,Negative,-0.7397,0.8069
Easy Editor 6,Very useful and easy to use.,Positive,0.9522,0.3895
Easy Editor 6,"It works, but there are better alternatives.",Neutral,-0.1555,0.6469
Easy Editor 6,This app is exactly what I was looking for!,Positive,0.9473,0.8006
Easy Editor 6,"Waste of money, don't buy it.",Negative,-0.8324,0.9041
Easy Editor 6,The app is very helpful and well designed.,Positive,0.7364,0.9298
Ultimate Notes 3,Great app! Love it!,Positive,0.9059,0.8312
Ultimate Notes 3,This app is exactly what I was looking for!,Positive,0.5654,0.4506
Ultimate Notes 3,Not worth the download. Save your time.,Negative,-0.8408,0.3384
Ultimate Notes 3,"Waste of money, don't buy it.",Negative,-0.6057,0.546
Ultimate Notes 3,Very useful and easy to use.,Positive,0.5439,0.8869
Ultimate Notes 3,Didn't work as advertised. Uninstalled.,Negative,-0.8967,0.9789
Ultimate Notes 3,The app is very helpful and well designed.,Positive,0.9644,0.5149
Ultimate Notes 3,I'm very satisfied with this app.,Positive,0.7759,0.4918
Ultimate Notes 3,This app is exactly what I was looking for!,Positive,0.5578,0.35
Ultimate Notes 3,This app keeps crashing on my device.,Negative,-0.8286,0.5929
Easy Manager 4,"It's just what you'd expect, nothing more.",Neutral,-0.3379,0.4016
Easy Manager 4,Very frustrating experience using this app.,Negative,-0.6882,0.6372
Easy Manager 4,The app is very helpful and well designed.,Positive,0.9106,0.6045
Easy Manager 4,Not worth the download. Save your time.,Negative,-0.9879,0.568
Easy Manager 4,Amazing performance and great UI.,Positive,0.5083,0.8704
Easy Manager 4,This app is amazing. I use it every day.,Positive,0.8811,0.6005
Easy Manager 4,Great app! Love it!,Positive,0.9994,0.5603
Easy Manager 4,Excellent features and intuitive interface.,Positive,0.9459,0.9397
Easy Manager 4,This app is exactly what I was looking for!,Positive,0.6527,0.7871
Easy Manager 4,"Some features are good, others need work.",Neutral,-0.3831,0.5357
Perfect Recorder 2,Great app! Love it!,Positive,0.9961,0.5778
Perfect Recorder 2,Works perfectly on my device. No issues at all.,Positive,0.6548,0.7318
Perfect Recorder 2,Amazing performance and great UI.,Positive,0.5402,0.9209
Perfect Recorder 2,Best app in this category. Highly recommended!,Positive,0.6411,0.869
Perfect Recorder 2,Amazing performance and great UI.,Positive,0.5491,0.6128
Perfect Recorder 2,The app is very slow and buggy.,Negative,-0.7146,0.8405
Perfect Recorder 2,Acceptable performance with some minor issues.,Neutral,-0.3641,0.4177
Perfect Recorder 2,I'm very satisfied with this app.,Positive,0.9507,0.3629
Perfect Recorder 2,Great app! Love it!,Positive,0.9922,0.6899
Perfect Recorder 2,"Very disappointing, too many ads.",Negative,-0.8089,0.7161
Pro Cleaner 3,Great app! Love it!,Positive,0.7995,0.8994
Pro Cleaner 3,This app is amazing. I use it every day.,Positive,0.7044,0.4443
Pro Cleaner 3,I'm very satisfied with this app.,Positive,0.5673,0.663
Pro Cleaner 3,Didn't work as advertised. Uninstalled.,Negative,-0.6234,0.8326
Pro Cleaner 3,Best app in this category. Highly recommended!,Positive,0.7847,0.5873
Pro Cleaner 3,This app is exactly what I was looking for!,Positive,0.6322,0.391
Pro Cleaner 3,Excellent features and intuitive interface.,Positive,0.8494,0.9329
Pro Cleaner 3,"Very disappointing, too many ads.",Negative,-0.5605,0.8834
Pro Cleaner 3,"Some features are good, others need work.",Neutral,0.0733,0.5174
Pro Cleaner 3,Works well enough for my needs.,Neutral,-0.2683,0.3039
Super Compass 7,I'm very satisfied with this app.,Positive,0.5571,0.6733
Super Compass 7,"Waste of money, don't buy it.",Negative,-0.6228,0.7082
Super Compass 7,Average app with basic functionality.,Neutral,-0.1339,0.3592
Super Compass 7,"It works, but there are better alternatives.",Neutral,0.1554,0.3783
Super Compass 7,Very useful and easy to use.,Positive,0.8197,0.6133
Super Compass 7,"Very disappointing, too many ads.",Negative,-0.9739,0.3072
Super Compass 7,Excellent features and intuitive interface.,Positive,0.8992,0.9752
Super Compass 7,Very useful and easy to use.,Positive,0.9934,0.5142
Super Compass 7,Excellent features and intuitive interface.,Positive,0.929,0.7746
Super Compass 7,Amazing performance and great UI.,Positive,0.9876,0.7931
Simple Player 5,The app is very slow and buggy.,Negative,-0.5646,0.9091
Simple Player 5,Amazing performance and great UI.,Positive,0.9091,0.304
Simple Player 5,Decent app but missing some key features.,Neutral,0.0699,0.6147
Simple Player 5,Didn't work as advertised. Uninstalled.,Negative,-0.6634,0.998
Simple Player 5,Not worth the download. Save your time.,Negative,-0.8133,0.9952
Simple Player 5,"Some features are good, others need work.",Neutral,-0.2717,0.8008
Simple Player 5,I'm having issues with the latest update.,Negative,-0.5173,0.9586
Simple Player 5,Best app in this category. Highly recommended!,Positive,0.6203,0.6609
Simple Player 5,Excellent features and intuitive interface.,Positive,0.8867,0.6993
Simple Player 5,Best app in this category. Highly recommended!,Positive,0.8284,0.6054
Premium Planner 5,The app is very slow and buggy.,Negative,-0.597,0.3914
Premium Planner 5,I'm very satisfied with this app.,Positive,0.9387,0.4393
Premium Planner 5,Didn't work as advertised. Uninstalled.,Negative,-0.5005,0.8874
Premium Planner 5,Poor customer support and too expensive.,Negative,-0.7057,0.8449
Premium Planner 5,Amazing performance and great UI.,Positive,0.5489,0.7312
Premium Planner 5,Amazing performance and great UI.,Positive,0.991,0.3441
Premium Planner 5,"Some features are good, others need work.",Neutral,0.3759,0.9473
Premium Planner 5,"It's just what you'd expect, nothing more.",Neutral,0.3219,0.8532
Premium Planner 5,Works perfectly on my device. No issues at all.,Positive,0.6365,0.7385
Premium Planner 5,"Very disappointing, too many ads.",Negative,-0.5954,0.9569
Super Calculator 2,Not worth the download. Save your time.,Negative,-0.699,0.8499
Super Calculator 2,The app is very slow and buggy.,Negative,-0.6852,0.9908
Super Calculator 2,Excellent features and intuitive interface.,Positive,0.7339,0.3233
Super Calculator 2,Great app! Love it!,Positive,0.9432,0.4925
Super Calculator 2,Best app in this category. Highly recommended!,Positive,0.7453,0.4517
Super Calculator 2,I'm very satisfied with this app.,Positive,0.5594,0.8948
Super Calculator 2,"It works, but there are better alternatives.",Neutral,-0.1617,0.6923
Super Calculator 2,Excellent features and intuitive interface.,Positive,0.675,0.6108
Super Calculator 2,Amazing performance and great UI.,Positive,0.6685,0.5071
Super Calculator 2,Best app in this category. Highly recommended!,Positive,0.7804,0.8725
Perfect Translator 9,Didn't work as advertised. Uninstalled.,Negative,-0.7366,0.3672
Perfect Translator 9,Very useful and easy to use.,Positive,0.8782,0.846
Perfect Translator 9,Excellent features and intuitive interface.,Positive,0.5509,0.5903
Perfect Translator 9,The app is very slow and buggy.,Negative,-0.5402,0.9405
Perfect Translator 9,"Not bad, but not great either.",Neutral,0.3982,0.4713
Perfect Translator 9,I'm having issues with the latest update.,Negative,-0.8845,0.3689
Perfect Translator 9,"It's just what you'd expect, nothing more.",Neutral,-0.0396,0.5265
Perfect Translator 9,Poor customer support and too expensive.,Negative,-0.8806,0.7829
Perfect Translator 9,The app is very helpful and well designed.,Positive,0.843,0.608
Perfect Translator 9,Excellent features and intuitive interface.,Positive,0.8961,0.5912
Smart Recorder 5,This app is exactly what I was looking for!,Positive,0.5454,0.3903
Smart Recorder 5,Excellent features and intuitive interface.,Positive,0.8757,0.559
Smart Recorder 5,The app is very helpful and well designed.,Positive,0.8609,0.9954
Smart Recorder 5,Very useful and easy to use.,Positive,0.9222,0.8914
Smart Recorder 5,This app is exactly what I was looking for!,Positive,0.977,0.6577
Smart Recorder 5,"Not bad, but not great either.",Neutral,0.2777,0.5168
Smart Recorder 5,Excellent features and intuitive interface.,Positive,0.7265,0.9144
Smart Recorder 5,Great app! Love it!,Positive,0.7219,0.4723
Smart Recorder 5,Very frustrating experience using this app.,Negative,-0.6887,0.4107
Smart Recorder 5,I'm having issues with the latest update.,Negative,-0.9858,0.7867
Super Translator 7,Poor customer support and too expensive.,Negative,-0.9981,0.6725
Super Translator 7,Excellent features and intuitive interface.,Positive,0.7145,0.9775
Super Translator 7,Very frustrating experience using this app.,Negative,-0.6126,0.9628
Super Translator 7,This app is amazing. I use it every day.,Positive,0.5189,0.9843
Super Translator 7,The app is very helpful and well designed.,Positive,0.9932,0.6846
Super Translator 7,Works perfectly on my device. No issues at all.,Positive,0.9462,0.776
Super Translator 7,Didn't work as advertised. Uninstalled.,Negative,-0.7357,0.9496
Super Translator 7,This app is amazing. I use it every day.,Positive,0.7629,0.8541
Super Translator 7,Great app! Love it!,Positive,0.6646,0.9201
Super Translator 7,Very frustrating experience using this app.,Negative,-0.8683,0.4437
Perfect Player 6,This app is exactly what I was looking for!,Positive,0.9578,0.5303
Perfect Player 6,The app is very slow and buggy.,Negative,-0.5129,0.6076
Perfect Player 6,This app is amazing. I use it every day.,Positive,0.7826,0.6135
Perfect Player 6,Great app! Love it!,Positive,0.6693,0.8299
Perfect Player 6,Works perfectly on my device. No issues at all.,Positive,0.7718,0.4668
Perfect Player 6,Poor customer support and too expensive.,Negative,-0.8966,0.7365
Perfect Player 6,Very useful and easy to use.,Positive,0.8052,0.8115
Perfect Player 6,"Some features are good, others need work.",Neutral,0.2468,0.412
Perfect Player 6,This app is amazing. I use it every day.,Positive,0.7616,0.9294
Perfect Player 6,Poor customer support and too expensive.,Negative,-0.7982,0.5831
Ultimate Tracker 3,Works perfectly on my device. No issues at all.,Positive,0.7875,0.4487
Ultimate Tracker 3,Very useful and easy to use.,Positive,0.8234,0.9514
Ultimate Tracker 3,Very useful and easy to use.,Positive,0.9886,0.9044
Ultimate Tracker 3,This app is amazing. I use it every day.,Positive,0.5341,0.5925
Ultimate Tracker 3,Amazing performance and great UI.,Positive,0.7022,0.9127
Ultimate Tracker 3,This app is amazing. I use it every day.,Positive,0.7206,0.7698
Ultimate Tracker 3,Great app! Love it!,Positive,0.8128,0.3362
Ultimate Tracker 3,This app is amazing. I use it every day.,Positive,0.9038,0.3377
Ultimate Tracker 3,Excellent features and intuitive interface.,Positive,0.8061,0.6845
Ultimate Tracker 3,Works perfectly on my device. No issues at all.,Positive,0.8863,0.5273
Cool Wallet 5,The app is very slow and buggy.,Negative,-0.9067,0.424
Cool Wallet 5,"Waste of money, don't buy it.",Negative,-0.9751,0.5451
Cool Wallet 5,This app is amazing. I use it every day.,Positive,0.9897,0.8581
Cool Wallet 5,This app is amazing. I use it every day.,Positive,0.8795,0.508
Cool Wallet 5,Great app! Love it!,Positive,0.9771,0.8413
Cool Wallet 5,Decent app but missing some key features.,Neutral,0.3165,0.4655
Cool Wallet 5,The app is very helpful and well designed.,Positive,0.901,0.8523
Cool Wallet 5,I'm having issues with the latest update.,Negative,-0.8501,0.8764
Cool Wallet 5,I'm very satisfied with this app.,Positive,0.6638,0.9462
Cool Wallet 5,Excellent features and intuitive interface.,Positive,0.7893,0.4448
HD Assistant 4,I'm having issues with the latest update.,Negative,-0.8637,0.4919
HD Assistant 4,Works perfectly on my device. No issues at all.,Positive,0.6738,0.834
HD Assistant 4,This app keeps crashing on my device.,Negative,-0.6922,0.3706
HD Assistant 4,This app is amazing. I use it every day.,Positive,0.8873,0.4464
HD Assistant 4,Amazing performance and great UI.,Positive,0.5141,0.3104
HD Assistant 4,Works perfectly on my device. No issues at all.,Positive,0.7148,0.6412
HD Assistant 4,I'm very satisfied with this app.,Positive,0.9016,0.4507
HD Assistant 4,This app is amazing. I use it every day.,Positive,0.5388,0.5742
HD Assistant 4,Works perfectly on my device. No issues at all.,Positive,0.7015,0.9626
HD Assistant 4,Best app in this category. Highly recommended!,Positive,0.807,0.9026
Cool Monitor 5,Very frustrating experience using this app.,Negative,-0.8616,0.373
Cool Monitor 5,The app is very helpful and well designed.,Positive,0.994,0.7651
Cool Monitor 5,Needs a lot of improvements.,Negative,-0.804,0.6594
Cool Monitor 5,"Waste of money, don't buy it.",Negative,-0.5767,0.663
Cool Monitor 5,The app is very slow and buggy.,Negative,-0.9637,0.7999
Cool Monitor 5,This app keeps crashing on my device.,Negative,-0.5896,0.3413
Cool Monitor 5,Acceptable performance with some minor issues.,Neutral,-0.2133,0.9589
Cool Monitor 5,Best app in this category. Highly recommended!,Positive,0.7248,0.864
Cool Monitor 5,This app is exactly what I was looking for!,Positive,0.9847,0.6518
Cool Monitor 5,Excellent features and intuitive interface.,Positive,0.8813,0.3478
Easy Editor 1,Amazing performance and great UI.,Positive,0.7907,0.5463
Easy Editor 1,I'm very satisfied with this app.,Positive,0.7545,0.9941
Easy Editor 1,Acceptable performance with some minor issues.,Neutral,-0.0066,0.3894
Easy Editor 1,This app is exactly what I was looking for!,Positive,0.5508,0.5298
Easy Editor 1,Amazing performance and great UI.,Positive,0.7334,0.3702
Easy Editor 1,Great app! Love it!,Positive,0.7427,0.5348
Easy Editor 1,Great app! Love it!,Positive,0.9251,0.5489
Easy Editor 1,Very useful and easy to use.,Positive,0.5557,0.4485
Easy Editor 1,Best app in this category. Highly recommended!,Positive,0.8859,0.9288
Easy Editor 1,The app is very helpful and well designed.,Positive,0.5196,0.9552
Premium Player 7,Amazing performance and great UI.,Positive,0.5667,0.9159
Premium Player 7,Great app! Love it!,Positive,0.5523,0.4466
Premium Player 7,Acceptable performance with some minor issues.,Neutral,0.1205,0.4488
Premium Player 7,Great app! Love it!,Positive,0.7979,0.5202
Premium Player 7,I'm very satisfied with this app.,Positive,0.6497,0.9932
Premium Player 7,Didn't work as advertised. Uninstalled.,Negative,-0.7816,0.8183
Premium Player 7,Great app! Love it!,Positive,0.5197,0.5543
Premium Player 7,Not worth the download. Save your time.,Negative,-0.7151,0.4173
Premium Player 7,"Waste of money, don't buy it.",Negative,-0.9796,0.3546
Premium Player 7,Poor customer support and too expensive.,Negative,-0.6993,0.7702
Simple Cleaner 6,Very useful and easy to use.,Positive,0.608,0.81
Simple Cleaner 6,Poor customer support and too expensive.,Negative,-0.8931,0.7185
Simple Cleaner 6,I'm having issues with the latest update.,Negative,-0.8102,0.9215
Simple Cleaner 6,Excellent features and intuitive interface.,Positive,0.9446,0.4469
Simple Cleaner 6,The app is okay but could be better.,Neutral,-0.0031,0.6016
Simple Cleaner 6,"Not bad, but not great either.",Neutral,0.3554,0.7127
Simple Cleaner 6,Works perfectly on my device. No issues at all.,Positive,0.9552,0.4918
Simple Cleaner 6,Amazing performance and great UI.,Positive,0.7114,0.7686
Simple Cleaner 6,Works perfectly on my device. No issues at all.,Positive,0.8398,0.5459
Simple Cleaner 6,Excellent features and intuitive interface.,Positive,0.731,0.3087
Cool Editor 2,This app is exactly what I was looking for!,Positive,0.5042,0.979
Cool Editor 2,Excellent features and intuitive interface.,Positive,0.5702,0.7112
Cool Editor 2,Best app in this category. Highly recommended!,Positive,0.6363,0.7048
Cool Editor 2,The app is very slow and buggy.,Negative,-0.9755,0.3725
Cool Editor 2,Works perfectly on my device. No issues at all.,Positive,0.9783,0.5398
Cool Editor 2,The app is very helpful and well designed.,Positive,0.7502,0.8553
Cool Editor 2,Amazing performance and great UI.,Positive,0.675,0.8921
Cool Editor 2,Average app with basic functionality.,Neutral,0.2496,0.4091
Cool Editor 2,Very frustrating experience using this app.,Negative,-0.9741,0.9413
Cool Editor 2,"Some features are good, others need work.",Neutral,-0.1979,0.529
Awesome Cleaner 3,Best app in this category. Highly recommended!,Positive,0.6968,0.6383
Awesome Cleaner 3,Not worth the download. Save your time.,Negative,-0.6084,0.6022
Awesome Cleaner 3,Best app in this category. Highly recommended!,Positive,0.5251,0.7261
Awesome Cleaner 3,The app is very helpful and well designed.,Positive,0.9058,0.5944
Awesome Cleaner 3,The app is very slow and buggy.,Negative,-0.5753,0.966
Awesome Cleaner 3,Amazing performance and great UI.,Positive,0.8755,0.3447
Awesome Cleaner 3,This app keeps crashing on my device.,Negative,-0.6875,0.3103
Awesome Cleaner 3,Very frustrating experience using this app.,Negative,-0.7496,0.6427
Awesome Cleaner 3,Great app! Love it!,Positive,0.5079,0.8768
Awesome Cleaner 3,Not worth the download. Save your time.,Negative,-0.7295,0.9725
Simple Calculator 8,This app is exactly what I was looking for!,Positive,0.9356,0.8792
Simple Calculator 8,The app is very helpful and well designed.,Positive,0.5781,0.6749
Simple Calculator 8,Great app! Love it!,Positive,0.764,0.5879
Simple Calculator 8,Best app in this category. Highly recommended!,Positive,0.5949,0.4308
Simple Calculator 8,Very useful and easy to use.,Positive,0.9855,0.9855
Simple Calculator 8,"Waste of money, don't buy it.",Negative,-0.8038,0.5805
Simple Calculator 8,This app is amazing. I use it every day.,Positive,0.7866,0.8467
Simple Calculator 8,Amazing performance and great UI.,Positive,0.8505,0.955
Simple Calculator 8,I'm having issues with the latest update.,Negative,-0.5839,0.6211
Simple Calculator 8,This app is exactly what I was looking for!,Positive,0.9294,0.7563
Cool Recorder 4,Excellent features and intuitive interface.,Positive,0.9433,0.6936
Cool Recorder 4,The app is very helpful and well designed.,Positive,0.9897,0.5127
Cool Recorder 4,This app is exactly what I was looking for!,Positive,0.7555,0.4076
Cool Recorder 4,Very frustrating experience using this app.,Negative,-0.997,0.6555
Cool Recorder 4,Decent app but missing some key features.,Neutral,-0.0642,0.6227
Cool Recorder 4,I'm having issues with the latest update.,Negative,-0.9923,0.8718
Cool Recorder 4,Best app in this category. Highly recommended!,Positive,0.6791,0.3601
Cool Recorder 4,Needs a lot of improvements.,Negative,-0.515,0.9486
Cool Recorder 4,I'm having issues with the latest update.,Negative,-0.6093,0.6025
Cool Recorder 4,Great app! Love it!,Positive,0.5683,0.6859
Perfect Translator 7,Very frustrating experience using this app.,Negative,-0.8939,0.4414
Perfect Translator 7,Very frustrating experience using this app.,Negative,-0.6592,0.5446
Perfect Translator 7,Works perfectly on my device. No issues at all.,Positive,0.636,0.3618
Perfect Translator 7,I'm having issues with the latest update.,Negative,-0.8082,0.311
Perfect Translator 7,Very useful and easy to use.,Positive,0.6058,0.5754
Perfect Translator 7,Amazing performance and great UI.,Positive,0.7909,0.5264
Perfect Translator 7,This app is amazing. I use it every day.,Positive,0.547,0.7348
Perfect Translator 7,Acceptable performance with some minor issues.,Neutral,0.1245,0.6795
Perfect Translator 7,Poor customer support and too expensive.,Negative,-0.847,0.7673
Perfect Translator 7,Poor customer support and too expensive.,Negative,-0.8876,0.6278
Amazing Assistant 4,Very useful and easy to use.,Positive,0.7016,0.5619
Amazing Assistant 4,Excellent features and intuitive interface.,Positive,0.6802,0.9922
Amazing Assistant 4,"Very disappointing, too many ads.",Negative,-0.5638,0.7433
Amazing Assistant 4,Needs a lot of improvements.,Negative,-0.5519,0.4908
Amazing Assistant 4,Decent app but missing some key features.,Neutral,-0.399,0.7313
Amazing Assistant 4,Best app in this category. Highly recommended!,Positive,0.9773,0.5332
Amazing Assistant 4,Best app in this category. Highly recommended!,Positive,0.7901,0.7632
Amazing Assistant 4,"Waste of money, don't buy it.",Negative,-0.9554,0.3551
